341297,36.5,-10.625
341298,36.5,-10
341299,36.5,-9.375
341300,36.5,-8.75
341301,36.5,-8.125
341302,36.5,-7.5
341303,36.5,-6.875
341304,36.5,-6.25
341305,36.5,-5.625
341306,36.5,-5
341307,36.5,-4.375
341308,36.5,-3.75
341309,36.5,-3.125
341310,36.5,-2.5
341311,36.5,-1.875
341312,36.5,-1.25
341313,36.5,-0.625
341314,36.5,0.0
341315,36.5,0.625
341316,36.5,1.25
341317,36.5,1.875
341318,36.5,2.5
341319,36.5,3.125
341320,36.5,3.75
341321,36.5,4.375
341322,36.5,5
341323,36.5,5.625
341324,36.5,6.25
341325,36.5,6.875
341326,36.5,7.5
341327,36.5,8.125
341328,36.5,8.75
341329,36.5,9.375
341330,36.5,10
341331,36.5,10.625
341332,36.5,11.25
341333,36.5,11.875
341334,36.5,12.5
341335,36.5,13.125
341336,36.5,13.75
341337,36.5,14.375
341338,36.5,15
341339,36.5,15.625
341340,36.5,16.25
341341,36.5,16.875
341342,36.5,17.5
341343,36.5,18.125
341344,36.5,18.75
341345,36.5,19.375
341346,36.5,20
341347,36.5,20.625
341348,36.5,21.25
341349,36.5,21.875
341350,36.5,22.5
341351,36.5,23.125
341352,36.5,23.75
341353,36.5,24.375
341354,36.5,25
341355,36.5,25.625
341356,36.5,26.25
341357,36.5,26.875
341358,36.5,27.5
341359,36.5,28.125
341360,36.5,28.75
341361,36.5,29.375
341362,36.5,30
341363,36.5,30.625
341364,36.5,31.25
341365,36.5,31.875
341366,36.5,32.5
341367,36.5,33.125
341368,36.5,33.75
341369,36.5,34.375
341370,36.5,35
341371,36.5,35.625
341372,36.5,36.25
341373,36.5,36.875
341374,36.5,37.5
341375,36.5,38.125
341376,36.5,38.75
341377,36.5,39.375
341873,37,-10.625
341874,37,-10
341875,37,-9.375
341876,37,-8.75
341877,37,-8.125
341878,37,-7.5
341879,37,-6.875
341880,37,-6.25
341881,37,-5.625
341882,37,-5
341883,37,-4.375
341884,37,-3.75
341885,37,-3.125
341886,37,-2.5
341887,37,-1.875
341888,37,-1.25
341889,37,-0.625
341890,37,0.0
341891,37,0.625
341892,37,1.25
341893,37,1.875
341894,37,2.5
341895,37,3.125
341896,37,3.75
341897,37,4.375
341898,37,5
341899,37,5.625
341900,37,6.25
341901,37,6.875
341902,37,7.5
341903,37,8.125
341904,37,8.75
341905,37,9.375
341906,37,10
341907,37,10.625
341908,37,11.25
341909,37,11.875
341910,37,12.5
341911,37,13.125
341912,37,13.75
341913,37,14.375
341914,37,15
341915,37,15.625
341916,37,16.25
341917,37,16.875
341918,37,17.5
341919,37,18.125
341920,37,18.75
341921,37,19.375
341922,37,20
341923,37,20.625
341924,37,21.25
341925,37,21.875
341926,37,22.5
341927,37,23.125
341928,37,23.75
341929,37,24.375
341930,37,25
341931,37,25.625
341932,37,26.25
341933,37,26.875
341934,37,27.5
341935,37,28.125
341936,37,28.75
341937,37,29.375
341938,37,30
341939,37,30.625
341940,37,31.25
341941,37,31.875
341942,37,32.5
341943,37,33.125
341944,37,33.75
341945,37,34.375
341946,37,35
341947,37,35.625
341948,37,36.25
341949,37,36.875
341950,37,37.5
341951,37,38.125
341952,37,38.75
341953,37,39.375
342449,37.5,-10.625
342450,37.5,-10
342451,37.5,-9.375
342452,37.5,-8.75
342453,37.5,-8.125
342454,37.5,-7.5
342455,37.5,-6.875
342456,37.5,-6.25
342457,37.5,-5.625
342458,37.5,-5
342459,37.5,-4.375
342460,37.5,-3.75
342461,37.5,-3.125
342462,37.5,-2.5
342463,37.5,-1.875
342464,37.5,-1.25
342465,37.5,-0.625
342466,37.5,0.0
342467,37.5,0.625
342468,37.5,1.25
342469,37.5,1.875
342470,37.5,2.5
342471,37.5,3.125
342472,37.5,3.75
342473,37.5,4.375
342474,37.5,5
342475,37.5,5.625
342476,37.5,6.25
342477,37.5,6.875
342478,37.5,7.5
342479,37.5,8.125
342480,37.5,8.75
342481,37.5,9.375
342482,37.5,10
342483,37.5,10.625
342484,37.5,11.25
342485,37.5,11.875
342486,37.5,12.5
342487,37.5,13.125
342488,37.5,13.75
342489,37.5,14.375
342490,37.5,15
342491,37.5,15.625
342492,37.5,16.25
342493,37.5,16.875
342494,37.5,17.5
342495,37.5,18.125
342496,37.5,18.75
342497,37.5,19.375
342498,37.5,20
342499,37.5,20.625
342500,37.5,21.25
342501,37.5,21.875
342502,37.5,22.5
342503,37.5,23.125
342504,37.5,23.75
342505,37.5,24.375
342506,37.5,25
342507,37.5,25.625
342508,37.5,26.25
342509,37.5,26.875
342510,37.5,27.5
342511,37.5,28.125
342512,37.5,28.75
342513,37.5,29.375
342514,37.5,30
342515,37.5,30.625
342516,37.5,31.25
342517,37.5,31.875
342518,37.5,32.5
342519,37.5,33.125
342520,37.5,33.75
342521,37.5,34.375
342522,37.5,35
342523,37.5,35.625
342524,37.5,36.25
342525,37.5,36.875
342526,37.5,37.5
342527,37.5,38.125
342528,37.5,38.75
342529,37.5,39.375
343025,38,-10.625
343026,38,-10
343027,38,-9.375
343028,38,-8.75
343029,38,-8.125
343030,38,-7.5
343031,38,-6.875
343032,38,-6.25
343033,38,-5.625
343034,38,-5
343035,38,-4.375
343036,38,-3.75
343037,38,-3.125
343038,38,-2.5
343039,38,-1.875
343040,38,-1.25
343041,38,-0.625
343042,38,0.0
343043,38,0.625
343044,38,1.25
343045,38,1.875
343046,38,2.5
343047,38,3.125
343048,38,3.75
343049,38,4.375
343050,38,5
343051,38,5.625
343052,38,6.25
343053,38,6.875
343054,38,7.5
343055,38,8.125
343056,38,8.75
343057,38,9.375
343058,38,10
343059,38,10.625
343060,38,11.25
343061,38,11.875
343062,38,12.5
343063,38,13.125
343064,38,13.75
343065,38,14.375
343066,38,15
343067,38,15.625
343068,38,16.25
343069,38,16.875
343070,38,17.5
343071,38,18.125
343072,38,18.75
343073,38,19.375
343074,38,20
343075,38,20.625
343076,38,21.25
343077,38,21.875
343078,38,22.5
343079,38,23.125
343080,38,23.75
343081,38,24.375
343082,38,25
343083,38,25.625
343084,38,26.25
343085,38,26.875
343086,38,27.5
343087,38,28.125
343088,38,28.75
343089,38,29.375
343090,38,30
343091,38,30.625
343092,38,31.25
343093,38,31.875
343094,38,32.5
343095,38,33.125
343096,38,33.75
343097,38,34.375
343098,38,35
343099,38,35.625
343100,38,36.25
343101,38,36.875
343102,38,37.5
343103,38,38.125
343104,38,38.75
343105,38,39.375
343601,38.5,-10.625
343602,38.5,-10
343603,38.5,-9.375
343604,38.5,-8.75
343605,38.5,-8.125
343606,38.5,-7.5
343607,38.5,-6.875
343608,38.5,-6.25
343609,38.5,-5.625
343610,38.5,-5
343611,38.5,-4.375
343612,38.5,-3.75
343613,38.5,-3.125
343614,38.5,-2.5
343615,38.5,-1.875
343616,38.5,-1.25
343617,38.5,-0.625
343618,38.5,0.0
343619,38.5,0.625
343620,38.5,1.25
343621,38.5,1.875
343622,38.5,2.5
343623,38.5,3.125
343624,38.5,3.75
343625,38.5,4.375
343626,38.5,5
343627,38.5,5.625
343628,38.5,6.25
343629,38.5,6.875
343630,38.5,7.5
343631,38.5,8.125
343632,38.5,8.75
343633,38.5,9.375
343634,38.5,10
343635,38.5,10.625
343636,38.5,11.25
343637,38.5,11.875
343638,38.5,12.5
343639,38.5,13.125
343640,38.5,13.75
343641,38.5,14.375
343642,38.5,15
343643,38.5,15.625
343644,38.5,16.25
343645,38.5,16.875
343646,38.5,17.5
343647,38.5,18.125
343648,38.5,18.75
343649,38.5,19.375
343650,38.5,20
343651,38.5,20.625
343652,38.5,21.25
343653,38.5,21.875
343654,38.5,22.5
343655,38.5,23.125
343656,38.5,23.75
343657,38.5,24.375
343658,38.5,25
343659,38.5,25.625
343660,38.5,26.25
343661,38.5,26.875
343662,38.5,27.5
343663,38.5,28.125
343664,38.5,28.75
343665,38.5,29.375
343666,38.5,30
343667,38.5,30.625
343668,38.5,31.25
343669,38.5,31.875
343670,38.5,32.5
343671,38.5,33.125
343672,38.5,33.75
343673,38.5,34.375
343674,38.5,35
343675,38.5,35.625
343676,38.5,36.25
343677,38.5,36.875
343678,38.5,37.5
343679,38.5,38.125
343680,38.5,38.75
343681,38.5,39.375
344177,39,-10.625
344178,39,-10
344179,39,-9.375
344180,39,-8.75
344181,39,-8.125
344182,39,-7.5
344183,39,-6.875
344184,39,-6.25
344185,39,-5.625
344186,39,-5
344187,39,-4.375
344188,39,-3.75
344189,39,-3.125
344190,39,-2.5
344191,39,-1.875
344192,39,-1.25
344193,39,-0.625
344194,39,0.0
344195,39,0.625
344196,39,1.25
344197,39,1.875
344198,39,2.5
344199,39,3.125
344200,39,3.75
344201,39,4.375
344202,39,5
344203,39,5.625
344204,39,6.25
344205,39,6.875
344206,39,7.5
344207,39,8.125
344208,39,8.75
344209,39,9.375
344210,39,10
344211,39,10.625
344212,39,11.25
344213,39,11.875
344214,39,12.5
344215,39,13.125
344216,39,13.75
344217,39,14.375
344218,39,15
344219,39,15.625
344220,39,16.25
344221,39,16.875
344222,39,17.5
344223,39,18.125
344224,39,18.75
344225,39,19.375
344226,39,20
344227,39,20.625
344228,39,21.25
344229,39,21.875
344230,39,22.5
344231,39,23.125
344232,39,23.75
344233,39,24.375
344234,39,25
344235,39,25.625
344236,39,26.25
344237,39,26.875
344238,39,27.5
344239,39,28.125
344240,39,28.75
344241,39,29.375
344242,39,30
344243,39,30.625
344244,39,31.25
344245,39,31.875
344246,39,32.5
344247,39,33.125
344248,39,33.75
344249,39,34.375
344250,39,35
344251,39,35.625
344252,39,36.25
344253,39,36.875
344254,39,37.5
344255,39,38.125
344256,39,38.75
344257,39,39.375
344753,39.5,-10.625
344754,39.5,-10
344755,39.5,-9.375
344756,39.5,-8.75
344757,39.5,-8.125
344758,39.5,-7.5
344759,39.5,-6.875
344760,39.5,-6.25
344761,39.5,-5.625
344762,39.5,-5
344763,39.5,-4.375
344764,39.5,-3.75
344765,39.5,-3.125
344766,39.5,-2.5
344767,39.5,-1.875
344768,39.5,-1.25
344769,39.5,-0.625
344770,39.5,0.0
344771,39.5,0.625
344772,39.5,1.25
344773,39.5,1.875
344774,39.5,2.5
344775,39.5,3.125
344776,39.5,3.75
344777,39.5,4.375
344778,39.5,5
344779,39.5,5.625
344780,39.5,6.25
344781,39.5,6.875
344782,39.5,7.5
344783,39.5,8.125
344784,39.5,8.75
344785,39.5,9.375
344786,39.5,10
344787,39.5,10.625
344788,39.5,11.25
344789,39.5,11.875
344790,39.5,12.5
344791,39.5,13.125
344792,39.5,13.75
344793,39.5,14.375
344794,39.5,15
344795,39.5,15.625
344796,39.5,16.25
344797,39.5,16.875
344798,39.5,17.5
344799,39.5,18.125
344800,39.5,18.75
344801,39.5,19.375
344802,39.5,20
344803,39.5,20.625
344804,39.5,21.25
344805,39.5,21.875
344806,39.5,22.5
344807,39.5,23.125
344808,39.5,23.75
344809,39.5,24.375
344810,39.5,25
344811,39.5,25.625
344812,39.5,26.25
344813,39.5,26.875
344814,39.5,27.5
344815,39.5,28.125
344816,39.5,28.75
344817,39.5,29.375
344818,39.5,30
344819,39.5,30.625
344820,39.5,31.25
344821,39.5,31.875
344822,39.5,32.5
344823,39.5,33.125
344824,39.5,33.75
344825,39.5,34.375
344826,39.5,35
344827,39.5,35.625
344828,39.5,36.25
344829,39.5,36.875
344830,39.5,37.5
344831,39.5,38.125
344832,39.5,38.75
344833,39.5,39.375
345329,40,-10.625
345330,40,-10
345331,40,-9.375
345332,40,-8.75
345333,40,-8.125
345334,40,-7.5
345335,40,-6.875
345336,40,-6.25
345337,40,-5.625
345338,40,-5
345339,40,-4.375
345340,40,-3.75
345341,40,-3.125
345342,40,-2.5
345343,40,-1.875
345344,40,-1.25
345345,40,-0.625
345346,40,0.0
345347,40,0.625
345348,40,1.25
345349,40,1.875
345350,40,2.5
345351,40,3.125
345352,40,3.75
345353,40,4.375
345354,40,5
345355,40,5.625
345356,40,6.25
345357,40,6.875
345358,40,7.5
345359,40,8.125
345360,40,8.75
345361,40,9.375
345362,40,10
345363,40,10.625
345364,40,11.25
345365,40,11.875
345366,40,12.5
345367,40,13.125
345368,40,13.75
345369,40,14.375
345370,40,15
345371,40,15.625
345372,40,16.25
345373,40,16.875
345374,40,17.5
345375,40,18.125
345376,40,18.75
345377,40,19.375
345378,40,20
345379,40,20.625
345380,40,21.25
345381,40,21.875
345382,40,22.5
345383,40,23.125
345384,40,23.75
345385,40,24.375
345386,40,25
345387,40,25.625
345388,40,26.25
345389,40,26.875
345390,40,27.5
345391,40,28.125
345392,40,28.75
345393,40,29.375
345394,40,30
345395,40,30.625
345396,40,31.25
345397,40,31.875
345398,40,32.5
345399,40,33.125
345400,40,33.75
345401,40,34.375
345402,40,35
345403,40,35.625
345404,40,36.25
345405,40,36.875
345406,40,37.5
345407,40,38.125
345408,40,38.75
345409,40,39.375
345905,40.5,-10.625
345906,40.5,-10
345907,40.5,-9.375
345908,40.5,-8.75
345909,40.5,-8.125
345910,40.5,-7.5
345911,40.5,-6.875
345912,40.5,-6.25
345913,40.5,-5.625
345914,40.5,-5
345915,40.5,-4.375
345916,40.5,-3.75
345917,40.5,-3.125
345918,40.5,-2.5
345919,40.5,-1.875
345920,40.5,-1.25
345921,40.5,-0.625
345922,40.5,0.0
345923,40.5,0.625
345924,40.5,1.25
345925,40.5,1.875
345926,40.5,2.5
345927,40.5,3.125
345928,40.5,3.75
345929,40.5,4.375
345930,40.5,5
345931,40.5,5.625
345932,40.5,6.25
345933,40.5,6.875
345934,40.5,7.5
345935,40.5,8.125
345936,40.5,8.75
345937,40.5,9.375
345938,40.5,10
345939,40.5,10.625
345940,40.5,11.25
345941,40.5,11.875
345942,40.5,12.5
345943,40.5,13.125
345944,40.5,13.75
345945,40.5,14.375
345946,40.5,15
345947,40.5,15.625
345948,40.5,16.25
345949,40.5,16.875
345950,40.5,17.5
345951,40.5,18.125
345952,40.5,18.75
345953,40.5,19.375
345954,40.5,20
345955,40.5,20.625
345956,40.5,21.25
345957,40.5,21.875
345958,40.5,22.5
345959,40.5,23.125
345960,40.5,23.75
345961,40.5,24.375
345962,40.5,25
345963,40.5,25.625
345964,40.5,26.25
345965,40.5,26.875
345966,40.5,27.5
345967,40.5,28.125
345968,40.5,28.75
345969,40.5,29.375
345970,40.5,30
345971,40.5,30.625
345972,40.5,31.25
345973,40.5,31.875
345974,40.5,32.5
345975,40.5,33.125
345976,40.5,33.75
345977,40.5,34.375
345978,40.5,35
345979,40.5,35.625
345980,40.5,36.25
345981,40.5,36.875
345982,40.5,37.5
345983,40.5,38.125
345984,40.5,38.75
345985,40.5,39.375
346481,41,-10.625
346482,41,-10
346483,41,-9.375
346484,41,-8.75
346485,41,-8.125
346486,41,-7.5
346487,41,-6.875
346488,41,-6.25
346489,41,-5.625
346490,41,-5
346491,41,-4.375
346492,41,-3.75
346493,41,-3.125
346494,41,-2.5
346495,41,-1.875
346496,41,-1.25
346497,41,-0.625
346498,41,0.0
346499,41,0.625
346500,41,1.25
346501,41,1.875
346502,41,2.5
346503,41,3.125
346504,41,3.75
346505,41,4.375
346506,41,5
346507,41,5.625
346508,41,6.25
346509,41,6.875
346510,41,7.5
346511,41,8.125
346512,41,8.75
346513,41,9.375
346514,41,10
346515,41,10.625
346516,41,11.25
346517,41,11.875
346518,41,12.5
346519,41,13.125
346520,41,13.75
346521,41,14.375
346522,41,15
346523,41,15.625
346524,41,16.25
346525,41,16.875
346526,41,17.5
346527,41,18.125
346528,41,18.75
346529,41,19.375
346530,41,20
346531,41,20.625
346532,41,21.25
346533,41,21.875
346534,41,22.5
346535,41,23.125
346536,41,23.75
346537,41,24.375
346538,41,25
346539,41,25.625
346540,41,26.25
346541,41,26.875
346542,41,27.5
346543,41,28.125
346544,41,28.75
346545,41,29.375
346546,41,30
346547,41,30.625
346548,41,31.25
346549,41,31.875
346550,41,32.5
346551,41,33.125
346552,41,33.75
346553,41,34.375
346554,41,35
346555,41,35.625
346556,41,36.25
346557,41,36.875
346558,41,37.5
346559,41,38.125
346560,41,38.75
346561,41,39.375
347057,41.5,-10.625
347058,41.5,-10
347059,41.5,-9.375
347060,41.5,-8.75
347061,41.5,-8.125
347062,41.5,-7.5
347063,41.5,-6.875
347064,41.5,-6.25
347065,41.5,-5.625
347066,41.5,-5
347067,41.5,-4.375
347068,41.5,-3.75
347069,41.5,-3.125
347070,41.5,-2.5
347071,41.5,-1.875
347072,41.5,-1.25
347073,41.5,-0.625
347074,41.5,0.0
347075,41.5,0.625
347076,41.5,1.25
347077,41.5,1.875
347078,41.5,2.5
347079,41.5,3.125
347080,41.5,3.75
347081,41.5,4.375
347082,41.5,5
347083,41.5,5.625
347084,41.5,6.25
347085,41.5,6.875
347086,41.5,7.5
347087,41.5,8.125
347088,41.5,8.75
347089,41.5,9.375
347090,41.5,10
347091,41.5,10.625
347092,41.5,11.25
347093,41.5,11.875
347094,41.5,12.5
347095,41.5,13.125
347096,41.5,13.75
347097,41.5,14.375
347098,41.5,15
